source,n_steps,min_v2v_m,contact_dens_5mm,contact_dens_10mm,contact_dens_20mm
chi3d,-1,0.015049838460981846,0.0,0.0,2.2675736545352265e-05
chi3d,-1,0.012629411183297634,0.0,0.0,6.802720599807799e-05
chi3d,-1,0.005715185310691595,0.0,0.0002040816325461492,0.0012471654918044806
chi3d,-1,0.014223155565559864,0.0,0.0,6.802720599807799e-05
chi3d,-1,0.01450121309608221,0.0,0.0,2.2675736545352265e-05
chi3d,-1,0.009850703179836273,0.0,2.2675736545352265e-05,4.535147309070453e-05
chi3d,-1,0.09512215107679367,0.0,0.0,0.0
chi3d,-1,0.1055942103266716,0.0,0.0,0.0
chi3d,-1,0.057308077812194824,0.0,0.0,0.0
chi3d,-1,0.09896823763847351,0.0,0.0,0.0
chi3d,-1,0.07298610359430313,0.0,0.0,0.0
chi3d,-1,0.04565984383225441,0.0,0.0,0.0
chi3d,-1,0.04984476417303085,0.0,0.0,0.0
chi3d,-1,0.05789608508348465,0.0,0.0,0.0
chi3d,-1,0.1114521324634552,0.0,0.0,0.0
chi3d,-1,0.12983828783035278,0.0,0.0,0.0
chi3d,-1,0.06106395646929741,0.0,0.0,0.0
chi3d,-1,0.0580880269408226,0.0,0.0,0.0
chi3d,-1,0.10467292368412018,0.0,0.0,0.0
chi3d,-1,0.08379288762807846,0.0,0.0,0.0
chi3d,-1,0.04964466020464897,0.0,0.0,0.0
chi3d,-1,0.008638577535748482,0.0,4.535147309070453e-05,0.00043083899072371423
chi3d,-1,0.008727814070880413,0.0,2.2675736545352265e-05,0.00013605441199615598
chi3d,-1,0.020256316289305687,0.0,0.0,0.0
chi3d,-1,0.03486170992255211,0.0,0.0,0.0
chi3d,-1,0.05150151997804642,0.0,0.0,0.0
chi3d,-1,0.021991636604070663,0.0,0.0,0.0
chi3d,-1,0.02931314706802368,0.0,0.0,0.0
chi3d,-1,0.022429071366786957,0.0,0.0,0.0
chi3d,-1,0.038422491401433945,0.0,0.0,0.0
chi3d,-1,0.024816026911139488,0.0,0.0,0.0
chi3d,-1,0.011667776852846146,0.0,0.0,2.2675736545352265e-05
chi3d,-1,0.010630635544657707,0.0,0.0,6.802720599807799e-05
chi3d,-1,0.061814360320568085,0.0,0.0,0.0
chi3d,-1,0.018464522436261177,0.0,0.0,2.2675736545352265e-05
chi3d,-1,0.027552219107747078,0.0,0.0,0.0
chi3d,-1,0.01585974730551243,0.0,0.0,4.535147309070453e-05
chi3d,-1,0.03080044686794281,0.0,0.0,0.0
chi3d,-1,0.004870590288192034,2.2675736545352265e-05,2.2675736545352265e-05,9.070294618140906e-05
chi3d,-1,0.025977754965424538,0.0,0.0,0.0
chi3d,-1,0.012515630573034286,0.0,0.0,2.2675736545352265e-05
chi3d,-1,0.013918156735599041,0.0,0.0,2.2675736545352265e-05
chi3d,-1,0.020646849647164345,0.0,0.0,0.0
chi3d,-1,0.03251931071281433,0.0,0.0,0.0
chi3d,-1,0.005787729285657406,0.0,2.2675736545352265e-05,4.535147309070453e-05
chi3d,-1,0.028181063011288643,0.0,0.0,0.0
chi3d,-1,0.008937014266848564,0.0,2.2675736545352265e-05,0.0002040816325461492
chi3d,-1,0.012863222509622574,0.0,0.0,4.535147309070453e-05
chi3d,-1,0.015487061813473701,0.0,0.0,4.535147309070453e-05
chi3d,-1,0.01720801740884781,0.0,0.0,2.2675736545352265e-05
chi3d,-1,0.01121984887868166,0.0,0.0,9.070294618140906e-05
chi3d,-1,0.009682876989245415,0.0,2.2675736545352265e-05,9.070294618140906e-05
chi3d,-1,0.013544854708015919,0.0,0.0,4.535147309070453e-05
chi3d,-1,0.014918570406734943,0.0,0.0,4.535147309070453e-05
chi3d,-1,0.01609847880899906,0.0,0.0,2.2675736545352265e-05
chi3d,-1,0.02748073637485504,0.0,0.0,0.0
chi3d,-1,0.0273350290954113,0.0,0.0,0.0
chi3d,-1,0.025514738634228706,0.0,0.0,0.0
chi3d,-1,0.006224389187991619,0.0,4.535147309070453e-05,0.00011337868636474013
chi3d,-1,0.02306062914431095,0.0,0.0,0.0
chi3d,-1,0.028955118730664253,0.0,0.0,0.0
chi3d,-1,0.008192364126443863,0.0,2.2675736545352265e-05,4.535147309070453e-05
chi3d,-1,0.01364132296293974,0.0,0.0,4.535147309070453e-05
chi3d,-1,0.07731899619102478,0.0,0.0,0.0
chi3d,-1,0.01323323231190443,0.0,0.0,2.2675736545352265e-05
chi3d,-1,0.09597615152597427,0.0,0.0,0.0
chi3d,-1,0.009636598639190197,0.0,2.2675736545352265e-05,4.535147309070453e-05
chi3d,-1,0.014398088678717613,0.0,0.0,2.2675736545352265e-05
chi3d,-1,0.028899485245347023,0.0,0.0,0.0
chi3d,-1,0.01633736863732338,0.0,0.0,2.2675736545352265e-05
chi3d,-1,0.028477724641561508,0.0,0.0,0.0
chi3d,-1,0.020736150443553925,0.0,0.0,0.0
chi3d,-1,0.039958592504262924,0.0,0.0,0.0
chi3d,-1,0.02714466117322445,0.0,0.0,0.0
chi3d,-1,0.009777824394404888,0.0,2.2675736545352265e-05,2.2675736545352265e-05
chi3d,-1,0.011508324183523655,0.0,0.0,4.535147309070453e-05
chi3d,-1,0.017564555630087852,0.0,0.0,2.2675736545352265e-05
chi3d,-1,0.009315812960267067,0.0,2.2675736545352265e-05,0.00029478457872755826
chi3d,-1,0.004114330746233463,4.535147309070453e-05,4.535147309070453e-05,0.0004761904710903764
chi3d,-1,0.02443358674645424,0.0,0.0,0.0
chi3d,-1,0.03929981589317322,0.0,0.0,0.0
chi3d,-1,0.020710263401269913,0.0,0.0,0.0
chi3d,-1,0.018046600744128227,0.0,0.0,2.2675736545352265e-05
chi3d,-1,0.02930297702550888,0.0,0.0,0.0
chi3d,-1,0.02951982244849205,0.0,0.0,0.0
chi3d,-1,0.025998396798968315,0.0,0.0,0.0
chi3d,-1,0.02913775108754635,0.0,0.0,0.0
chi3d,-1,0.0038756122812628746,2.2675736545352265e-05,2.2675736545352265e-05,6.802720599807799e-05
chi3d,-1,0.02169419825077057,0.0,0.0,0.0
chi3d,-1,0.10732250660657883,0.0,0.0,0.0
chi3d,-1,0.01610403135418892,0.0,0.0,4.535147309070453e-05
chi3d,-1,0.05606948584318161,0.0,0.0,0.0
chi3d,-1,0.014838448725640774,0.0,0.0,4.535147309070453e-05
chi3d,-1,0.02389087900519371,0.0,0.0,0.0
chi3d,-1,0.013092858716845512,0.0,0.0,4.535147309070453e-05
chi3d,-1,0.02466907911002636,0.0,0.0,0.0
chi3d,-1,0.03816879168152809,0.0,0.0,0.0
chi3d,-1,0.025936422869563103,0.0,0.0,0.0
chi3d,-1,0.0209591556340456,0.0,0.0,0.0
chi3d,-1,0.01732538640499115,0.0,0.0,2.2675736545352265e-05
chi3d,-1,0.05464388430118561,0.0,0.0,0.0
chi3d,-1,0.02930907905101776,0.0,0.0,0.0
chi3d,-1,0.028015602380037308,0.0,0.0,0.0
chi3d,-1,0.026686256751418114,0.0,0.0,0.0
chi3d,-1,0.01403755508363247,0.0,0.0,2.2675736545352265e-05
chi3d,-1,0.01892995275557041,0.0,0.0,2.2675736545352265e-05
chi3d,-1,0.0016914558364078403,2.2675736545352265e-05,2.2675736545352265e-05,0.00011337868636474013
chi3d,-1,0.01812569424510002,0.0,0.0,2.2675736545352265e-05
chi3d,-1,0.028345556929707527,0.0,0.0,0.0
chi3d,-1,0.0057567511685192585,0.0,6.802720599807799e-05,0.0002494330983608961
chi3d,-1,0.008638577535748482,0.0,2.2675736545352265e-05,4.535147309070453e-05
